AP_RNTLS,INS_ANCIL_RNTLS,EARNED_PTS,D_RNTLS,NUM_1D_RNTLS,NUM_2D_RNTLS,NUM_3D_RNTLS,NUM_4D_RNTLS,NUM_5D_RNTLS,NUM_GT5D_RNTLS,REVENUE,Religious.Contributor,Religious.Magazine,RevenuePerDay,STATE.ABBREVIATION,Special.Foods.Buyer,Sports.Magazine.Male,Upscale.Merch.Buyer,NUM_RENTALS,News.and.finance,Num_Adults.in.LU,NumberOfDays,OAP_RNTLS,OCCUPATION.GROUP.V2,Opportunity.seeker,Political.Contributor,HTZ_ZIP,Health.Contributor,ID_RNTLS,LENGTH.OF.RESIDENCE,MAIL.RESPONDER,MARITAL.STATUS,Male.Merch.Buyer,CHILDREN..AGE.0.18.VERSION.3,COMBINED.AGE,CURRENT_TIER,Crafts.Hobby.Buyer,Culinary.Magazine,D.I.Yers,DWELLING.TYPE,DWELLING.UNIT.SIZE,EDUCATION.MODEL,EMAIL_OPTIN,EST.HOUSEHOLD.INCOME.V5,Family.Magazine,Female.Merch.buyer,Female.Orient.Magazine,GENDER,GPR_ENROLL_DATE,Gardening.Buyer,Gardening.Magazinr,General.Contributor,General.Merch.buyer,Gifts.and.Gadgets.Buyer,HTZ_CITY,HTZ_CUSTID,HTZ_STATE,NONINS_ANCIL_RNTLS,fitness.magazine,clu#
0,1,275,3,1,0,0,2,0,3,1182.5912,1,1,0.160199296,TX,1,1,0,4,2,4,7382,2,1,1,1,75022845516,2,1,19,M,M,1,5U,53,RG,1,1,2,S,A,3,,L,1,1,2,M,24-04-97,1,1,1,1,1,FLOWER MOUND,204367916,TX,0,2,1
3,0,929,3,0,0,1,1,0,3,622.83,1,1,0.080897519,NY,3,3,0,3,2,4,7699,0,3,3,4,11024152803,2,0,23,M,M,2,1Y,66,RG,1,1,1,S,A,4,Y,K,3,1,1,M,11-06-96,1,1,2,4,1,GREAT NECK,204367921,NY,0,4,1
3,0,1366,3,0,0,0,0,0,3,3107.56,1,1,0.536989805,WV,1,2,0,3,1,3,5787,0,4,2,1,25064123223,3,0,24,M,M,1,5N,61,RG,1,1,1,S,A,3,Y,E,4,6,2,M,05-09-01,1,1,1,5,3,DUNBAR,204367926,WV,0,2,3
19,0,3535,24,21,6,3,1,1,12,2158.28,1,1,1.185868132,NY,1,2,0,33,1,2,1820,14,2,1,2,10598,3,9,12,M,M,1,1Y,45,FG,1,1,1,S,A,3,Y,J,1,1,1,M,16-07-12,1,1,1,2,1,YORKTOWN HEIGHTS,204367936,NY,0,4,3
1,0,0,1,0,0,0,0,0,2,1237.0132,1,1,0.651745627,CA,1,1,0,2,1,1,1898,1,4,1,1,96145,1,1,4,U,M,1,5N,32,RG,1,1,1,P,A,3,Y,F,1,1,1,F,29-04-12,1,1,1,1,1,TAHOE CITY,204367939,CA,0,1,2
87,1,9998,97,34,26,21,4,1,63,7669.99,2,1,0.969657396,WA,1,2,0,97,4,4,7910,2,1,1,2,98039153505,1,0,31,M,M,1,5N,62,PC,1,1,1,S,A,4,Y,H,1,1,1,M,13-11-95,1,1,1,1,1,MEDINA,204367940,WA,0,4,4
19,0,2015,14,0,16,3,2,0,22,1987.21,1,1,0.979403647,NY,1,2,0,22,3,5,2029,1,9,1,2,142273389,2,8,7,M,M,1,5U,61,FG,1,1,1,S,A,3,Y,E,2,4,1,M,20-12-11,1,1,1,2,3,CHEEKTOWAGA,204367943,NY,0,4,3
29,2,2199,29,5,14,9,4,0,27,2668.66,1,1,0.316004737,GA,1,1,0,32,1,4,8445,2,4,1,1,30215,1,3,5,U,M,1,5U,55,RG,1,1,1,S,A,3,N,L,1,1,1,M,27-05-94,1,1,1,1,1,FAYETTEVILLE,204367955,GA,0,1,3
106,3,275,18,59,38,15,5,0,67,10158.1491,1,1,1.597444425,AZ,1,1,0,126,1,4,6359,0,6,1,1,85653,1,108,7,Y,M,1,1Y,51,PC,1,1,1,S,A,2,Y,F,1,1,1,M,11-02-00,1,1,1,1,1,MARANA,204367966,AZ,0,1,1
187,4,42268,198,67,48,32,27,4,131,28336.68,1,1,5.318445946,KY,1,2,0,198,1,3,5328,1,3,2,1,40502285301,1,0,21,M,M,1,5N,60,PC,1,2,1,S,A,4,Y,E,4,1,1,F,08-12-02,1,1,1,1,1,LEXINGTON,204367978,KY,0,1,5
1,0,250,0,0,0,0,0,0,1,335.64,1,1,0.078567416,LA,1,1,0,1,1,4,4272,0,3,1,1,70471,1,1,20,Y,M,1,5N,57,RG,1,1,1,S,A,4,N,L,2,1,1,M,29-10-05,1,1,1,1,1,MANDEVILLE,204367980,LA,0,1,1
3,0,0,3,0,0,1,1,0,3,765.41,1,1,0.107110271,PA,1,1,0,3,1,3,7146,0,9,1,1,18902624131,1,0,17,Y,M,1,5U,67,RG,1,1,1,S,A,3,Y,J,1,1,1,F,16-12-97,1,1,1,1,1,DOYLESTOWN,204367992,PA,0,2,2
92,0,0,6,9,28,27,20,2,83,11608.6866,1,1,5.475795566,AL,1,1,0,92,1,3,2120,0,1,1,1,35043628817,1,86,13,Y,M,1,1Y,45,PC,1,1,1,S,A,3,Y,G,1,1,1,M,20-09-11,1,1,1,1,1,CHELSEA,204367998,AL,0,2,2
3,0,1351,15,5,1,3,4,0,10,1368.93,1,1,0.492598057,IL,1,1,0,15,1,2,2779,11,4,1,1,60636,1,0,24,M,S,1,5N,62,RG,1,1,1,A,B,3,N,C,1,1,1,M,30-11-09,1,1,1,2,1,CHICAGO,204368008,FL,0,1,3
1,0,58,0,1,0,0,0,0,0,59,1,1,0.018266254,WI,1,1,0,1,1,5,3230,0,4,1,1,53209216135,1,1,26,Y,M,1,1Y,54,RG,1,1,1,S,A,3,N,K,2,1,1,M,05-09-08,1,1,1,1,1,GLENDALE,204368016,WI,0,1,2
1,2,0,3,0,2,1,0,0,3,118.95,1,1,0.026386424,AZ,1,1,0,3,4,4,4508,2,9,3,1,85255918466,2,0,11,M,M,1,5N,71,RG,2,1,1,S,A,3,,G,1,1,1,M,07-03-05,1,1,1,2,1,SCOTTSDALE,204368032,AZ,0,3,2
2,0,0,2,4,1,2,0,0,3,1014.08,1,1,0.234849467,OH,1,2,0,7,1,5,4318,5,1,2,2,45040594793,1,5,10,M,M,1,5Y,45,RG,1,3,1,S,A,3,Y,L,4,1,3,M,13-09-05,1,2,1,2,2,MASON,204368038,OH,0,4,2
70,0,14666,68,6,6,34,11,1,64,10123.86,1,1,4.022193087,PA,1,1,0,70,1,4,2517,0,1,1,1,17824,1,2,3,U,M,1,5N,63,PC,1,1,1,S,A,2,Y,J,1,1,1,M,19-08-10,1,1,1,1,1,ELYSBURG,204368043,PA,0,1,5
13,0,275,1,2,6,3,2,1,14,4033.2072,1,1,0.615850847,TX,1,1,0,16,1,5,6549,0,8,1,1,77566501402,1,15,6,Y,M,1,1Y,49,FG,1,1,1,S,A,2,Y,H,2,1,1,F,05-08-99,1,1,1,1,1,LAKE JACKSON,204368052,TX,0,1,1
15,0,275,14,3,3,4,2,2,14,5197.36,1,1,2.059175911,TX,1,2,0,17,1,4,2524,2,5,2,2,75205323012,1,3,5,M,M,1,5N,50,RG,1,3,1,S,A,4,Y,L,3,1,2,F,12-08-10,1,2,1,1,1,DALLAS,204368064,TX,0,4,1
19,0,6007,7,3,4,3,6,10,36,6694.54,1,1,2.398616983,NY,1,1,0,39,1,4,2791,18,9,1,1,11554,1,32,36,U,U,1,5Y,67,RG,1,1,1,S,A,1,Y,F,1,1,1,M,18-11-09,1,1,1,1,1,EAST MEADOW,204368069,NY,0,1,4
2,1,383,2,1,0,0,0,0,2,77.79,1,1,0.008589885,MD,1,1,0,3,1,2,9056,1,1,1,1,21045,1,1,10,Y,M,1,5N,53,RG,1,1,1,S,A,3,Y,K,1,1,1,M,23-09-92,1,1,1,1,1,COLUMBIA,204368072,MD,0,1,1
1,0,0,2,0,0,0,0,1,2,316.38,1,1,0.046005526,CA,1,1,0,2,1,3,6877,0,4,1,1,92067333232,2,0,22,M,M,1,5N,75,RG,1,1,1,P,A,4,N,B,1,1,1,M,11-09-98,1,1,1,2,1,RANCHO SANTA FE,204368073,CA,0,2,2
65,10,14258,66,21,27,13,4,0,46,8349.08,1,1,0.861529254,NJ,1,1,0,67,1,5,9691,0,9,1,1,7764183106,1,1,33,M,U,1,5N,65,FG,1,1,1,S,A,1,Y,G,1,1,1,M,28-12-90,1,1,1,1,1,WEST LONG BRANCH,204368075,NJ,0,2,5
14,0,328,13,1,0,3,7,1,13,1005.5,1,1,0.991617357,OH,1,1,0,14,1,2,1014,0,8,2,1,44105,1,1,49,M,S,1,5N,54,RG,1,1,1,S,A,1,N,C,1,3,1,M,30-09-14,1,1,1,1,1,CLEVELAND,204368102,OH,0,1,1
7,1,275,13,6,3,4,1,1,11,4817.41,2,1,0.485088108,TX,1,1,6,17,3,5,9931,2,1,1,3,770561401,1,4,27,M,M,3,5N,60,FG,1,1,1,S,A,3,N,L,1,4,1,M,02-05-90,1,1,1,2,3,HOUSTON,204368104,TX,0,2,1
6,0,778,6,1,4,0,1,0,5,531.55,1,1,0.243830275,IL,1,1,0,6,1,2,2180,0,1,1,1,60657,1,0,3,U,M,1,5N,43,RG,1,1,1,A,I,3,Y,J,1,1,1,M,22-07-11,1,1,1,1,1,CHICAGO,204368113,IL,0,1,1
12,0,1689,16,9,4,4,0,0,8,1494.85,1,1,0.46423913,WA,1,1,0,17,1,2,3220,1,8,1,1,98802,1,1,0,U,M,1,5U,50,RG,1,1,1,S,A,3,N,B,1,1,1,F,15-09-08,1,1,1,1,1,EAST WENATCHEE,204368114,WA,0,1,3
11,0,2036,1,0,0,5,5,1,11,1655.25,1,1,1.329518072,NY,1,1,0,11,1,3,1245,0,4,1,1,120652427,1,10,17,Y,M,1,1Y,46,RG,1,1,1,S,A,1,Y,F,1,1,1,M,11-02-14,1,1,1,1,1,CLIFTON PARK,204368116,NY,0,1,3
3,0,0,0,0,0,2,1,0,3,323.39,1,1,0.056924837,NY,1,1,0,3,1,2,5681,0,1,1,1,11747121505,1,3,18,Y,M,1,1Y,45,RG,1,1,1,S,A,4,D,J,1,1,1,M,20-12-01,1,1,1,1,1,MELVILLE,204368121,NY,0,1,2
22,0,2917,22,0,1,7,9,0,22,3967.11,1,1,1.821446281,IL,3,1,1,22,3,2,2178,0,5,4,1,60056,5,0,34,M,M,1,5N,63,FG,2,1,1,S,A,4,Y,I,2,3,2,F,24-07-11,1,1,1,5,3,MOUNT PROSPECT,204368128,IL,0,5,3
1,0,0,0,0,0,1,0,0,1,90.85,1,1,0.032703384,WI,1,1,0,1,1,6,2778,0,1,1,2,53590,1,1,40,M,M,1,1Y,51,RG,1,1,1,S,A,3,N,G,1,1,1,F,01-12-09,1,1,1,2,1,SUN PRAIRIE,204368129,WI,0,1,2
3,0,0,3,0,1,1,1,0,3,441,1,1,0.125284091,VA,1,1,0,3,1,2,3520,0,4,1,1,22202,1,0,5,U,M,1,5N,67,RG,1,1,1,A,I,4,Y,F,1,1,1,M,20-11-07,1,1,1,1,1,ARLINGTON,204368131,VA,0,1,2
22,0,7259,22,5,5,7,1,0,18,6307.07,1,1,1.426938914,NY,1,1,0,23,1,4,4420,0,3,1,1,11764272227,1,1,13,Y,M,1,5N,55,PC,1,1,1,S,A,1,Y,F,1,1,1,M,03-06-05,1,1,1,1,1,MILLER PLACE,204368136,NY,0,2,4
0,1,0,0,0,0,0,0,0,1,1466.9344,1,1,0.442114045,CA,1,1,0,1,1,1,3318,0,3,1,1,94114385403,1,1,6,U,S,1,5Y,29,RG,1,1,1,A,D,3,Y,C,1,1,1,F,09-06-08,1,1,1,1,1,SAN FRANCISCO,204368139,CA,0,1,2
7,0,275,7,1,1,0,0,0,6,2195.52,1,1,0.365737131,CO,1,1,0,7,2,4,6003,0,1,1,1,80923756623,1,0,18,M,M,1,1Y,58,RG,1,1,1,S,A,3,Y,F,1,1,1,M,01-02-01,1,1,1,3,2,COLORADO SPRINGS,204368151,CO,0,2,1
2,0,346,2,1,0,1,0,0,1,363.45,1,1,0.234938591,FL,1,1,0,2,2,4,1547,0,3,1,1,33332,1,0,24,M,M,1,5Y,52,RG,1,1,1,S,A,4,Y,A,1,1,1,M,15-04-13,1,1,1,1,1,WESTON,204368155,FL,0,1,1
5,0,2298,5,1,0,1,3,0,4,1094.03,1,1,0.342419405,CA,1,2,0,5,3,4,3195,0,3,1,1,94127173626,1,0,13,M,M,1,1Y,59,RG,1,1,1,S,A,2,Y,L,2,1,1,M,10-10-08,1,1,1,1,1,SAN FRANCISCO,204368159,CA,0,3,3
1,0,0,1,0,0,0,0,0,1,189.02,1,1,0.061730895,CA,1,1,0,1,4,3,3062,0,8,1,1,95630731127,1,0,11,M,M,1,5Y,50,RG,1,2,1,S,A,2,Y,H,1,1,1,F,20-02-09,1,1,1,1,1,FOLSOM,204368162,CA,0,4,2
5,0,958,1,1,2,1,1,0,4,630.2,1,1,0.124201813,CA,1,1,0,5,1,2,5074,0,4,1,1,94014,1,4,7,U,U,1,5Y,40,RG,1,1,1,A,D,3,N,I,1,1,1,F,19-08-03,1,1,1,1,1,DALY CITY,204368169,CA,0,1,1
4,0,0,0,1,2,1,0,0,3,577.49,1,1,0.247849785,PA,1,1,0,4,1,3,2330,0,1,1,1,15301,1,4,12,U,M,1,5N,53,RG,1,1,1,S,A,2,Y,H,1,1,1,M,22-02-11,1,1,1,1,1,WASHINGTON,204368175,PA,0,1,2
1,0,711,1,0,0,0,0,0,1,162.41,1,1,0.060330609,VA,1,1,0,1,1,2,2692,0,1,1,1,23059,1,0,3,U,M,1,1Y,49,RG,1,1,1,S,A,2,Y,H,1,1,1,M,25-02-10,1,1,1,1,1,GLEN ALLEN,204368193,VA,0,1,1
7,0,0,5,1,5,0,0,0,6,1268.05,1,1,0.301127998,VA,1,1,0,7,1,2,4211,0,1,1,1,22207,1,2,6,M,M,1,5Y,49,RG,1,1,1,S,A,3,Y,H,2,1,1,M,29-12-05,1,1,1,1,1,ARLINGTON,204368195,VA,0,1,2
23,0,1531,3,8,13,1,1,0,15,664.68,1,1,0.249504505,MI,1,1,0,23,3,5,2664,0,3,1,1,48324,1,20,2,M,M,1,1Y,45,FG,1,1,1,S,A,3,Y,K,1,1,1,M,25-03-10,1,1,1,1,1,WEST BLOOMFIELD,204368204,MI,0,4,3
1,2,746,5,1,1,1,0,0,4,679.02,1,1,0.14851706,NY,1,1,0,5,1,2,4572,3,8,1,1,11211291362,1,0,23,M,S,1,5N,54,RG,1,1,1,A,E,1,N,I,1,1,1,F,02-01-05,1,1,1,1,1,BROOKLYN,204368208,NY,0,1,1
63,1,15954,11,16,17,17,8,0,52,15942.0504,1,1,2.023359614,GA,1,1,0,68,1,2,7879,1,1,1,1,303293829,1,57,14,Y,M,1,5N,53,PL,1,1,1,S,A,4,,H,1,1,1,M,14-12-95,1,1,1,1,1,ATLANTA,204368220,GA,0,1,5
1,0,0,0,1,0,0,1,0,1,164.7892,1,1,0.018734561,CO,1,1,0,2,1,4,8796,0,3,1,1,800213906,1,2,9,U,U,1,1Y,31,RG,1,1,1,S,A,3,,G,1,1,1,F,10-06-93,1,1,1,1,1,BROOMFIELD,204368233,CO,0,1,2
15,0,1816,13,2,3,0,4,1,13,2412.14,1,1,0.333721638,CA,1,1,0,15,1,3,7228,0,1,1,1,94582,1,2,21,Y,M,1,1Y,60,FG,1,1,1,S,A,3,,H,1,1,1,M,25-09-97,1,1,1,1,1,SAN RAMON,204368234,CA,0,2,3
0,1,0,1,0,0,0,1,0,1,487.8556,1,1,0.088572186,CO,1,1,0,1,1,3,5508,0,1,1,1,80503723123,1,0,26,M,M,1,5N,63,RG,1,1,1,S,A,4,Y,G,1,1,1,M,11-06-02,1,1,1,1,1,NIWOT,204368241,CO,0,1,2
2,0,275,0,0,1,0,0,0,3,579.56,2,1,0.143207314,AZ,1,1,0,3,4,2,4047,0,3,2,5,85018392533,4,3,47,M,U,1,5N,82,RG,1,1,1,S,A,5,Y,D,3,1,1,M,11-06-06,1,1,3,5,2,PHOENIX,204368245,AZ,0,3,1
5,0,699,1,1,3,0,1,0,4,417.65,1,1,0.082932883,WI,2,3,0,5,1,3,5036,0,1,2,1,53149941319,2,4,5,M,M,1,5N,53,RG,2,1,2,S,A,3,N,F,3,4,1,M,26-09-03,1,1,1,2,1,MUKWONAGO,204368267,WI,0,4,1
1,0,0,0,0,0,0,1,0,1,149.2,1,1,0.016401011,CA,1,1,0,1,1,3,9097,0,4,4,1,92653,2,1,22,M,M,1,5N,58,RG,1,1,1,S,A,1,N,H,2,1,1,M,13-08-92,1,1,1,1,1,LAGUNA HILLS,204368268,CA,0,3,2
126,1,20182,10,33,45,35,10,1,96,12980.25,1,1,6.169320342,TN,1,1,0,129,1,3,2104,1,1,1,1,37803254377,1,119,10,Y,M,1,5N,55,PC,1,1,1,S,A,4,Y,H,1,1,1,M,06-10-11,1,1,1,1,1,MARYVILLE,204368273,TN,0,1,5
7,0,1180,7,0,0,1,0,0,7,2084.39,1,1,0.769431525,PA,1,1,0,7,1,3,2709,0,9,1,1,19073111366,1,0,22,U,M,1,5N,67,RG,1,1,1,S,A,1,Y,F,1,1,1,F,08-02-10,1,1,1,1,1,NEWTOWN SQUARE,204368282,PA,0,1,3
3,0,2186,3,0,0,1,0,0,3,2144.6,1,1,0.566455362,NC,1,1,0,3,2,5,3786,0,9,2,2,28208415204,2,0,26,M,M,1,1Y,71,RG,1,1,1,S,A,1,,C,1,2,1,M,27-02-07,1,1,1,1,2,CHARLOTTE,204368287,NC,0,4,3
5,0,0,6,2,3,0,0,0,5,1477.4256,1,1,0.216822072,OR,1,1,0,7,1,4,6814,1,1,1,1,97202,1,1,13,M,M,1,1Y,55,RG,1,2,1,S,A,4,N,H,2,1,1,M,13-11-98,1,1,1,1,1,PORTLAND,204368292,OR,0,3,2
1,0,644,1,0,0,1,0,0,1,301.84,1,1,0.144628654,FL,1,1,0,1,1,4,2087,0,9,1,1,33469,2,0,27,M,M,1,5N,68,RG,1,1,1,S,A,4,N,L,1,1,1,M,23-10-11,1,1,1,1,1,TEQUESTA,204368296,FL,0,6,1
8,0,915,2,1,4,0,2,0,7,920.28,1,1,0.249533623,MA,1,1,0,8,1,2,3688,0,5,2,1,2150,2,6,8,M,U,2,5N,40,RG,1,1,3,A,H,3,Y,E,1,1,1,F,05-06-07,1,3,1,3,1,CHELSEA,204368300,MA,0,3,1
1,0,0,1,0,0,0,0,0,1,409.23,1,1,0.064690168,VA,1,1,0,1,1,2,6326,0,1,1,1,22201,1,0,2,U,M,1,5U,45,RG,1,1,1,S,A,3,N,J,1,1,1,M,15-03-00,1,1,1,1,1,ARLINGTON,204368304,VA,0,1,2
4,0,1797,7,0,0,0,1,0,8,2278.8278,1,1,0.448764829,SC,1,1,0,8,1,2,5078,0,9,1,1,29036768004,1,1,17,U,M,1,1Y,70,FG,1,1,1,S,A,5,Y,B,1,1,1,F,15-08-03,1,1,1,1,1,CHAPIN,204368308,SC,0,1,3
41,1,3285,46,12,13,10,5,1,34,11261.87,1,1,4.885843818,TX,1,1,0,46,1,4,2305,0,5,1,1,78852,1,0,28,Y,M,1,1Y,38,FG,1,1,1,S,A,5,Y,D,1,1,1,M,19-03-11,1,1,1,1,1,EAGLE PASS,204368309,TX,0,1,3
1,0,0,1,0,0,0,0,0,1,156.49,1,1,0.024586017,MI,1,1,1,1,1,1,6365,0,3,1,2,48138185770,2,0,16,M,U,2,5Y,60,RG,1,1,1,S,A,3,N,B,5,3,1,F,05-02-00,1,1,1,2,4,GROSSE ILE,204368312,MI,0,1,2
0,0,73,0,0,1,0,0,0,2,567,1,1,0.165983607,IA,1,1,0,2,1,2,3416,1,8,1,1,50613,1,2,7,Y,M,1,5U,35,RG,1,1,1,S,A,3,N,F,1,1,1,F,03-03-08,1,1,1,1,1,CEDAR FALLS,204368318,IA,0,2,2
8,0,1340,1,0,1,1,2,0,9,2913.95,1,1,0.339265339,MA,1,1,0,9,2,3,8589,1,1,1,1,19071616,1,8,43,M,M,1,1Y,75,RG,1,1,2,S,A,4,N,L,2,1,1,M,03-01-94,1,1,1,1,1,SWAMPSCOTT,204368327,MA,0,2,3
1,0,0,0,0,0,0,1,0,1,161.92,1,1,0.031643541,NC,1,1,0,1,1,2,5117,0,1,1,1,28173,1,1,1,U,M,1,1Y,54,RG,1,1,1,S,A,3,Y,K,1,1,1,M,07-07-03,1,1,1,1,1,WAXHAW,204368330,NC,0,1,2
3,1,152,13,1,6,6,0,0,13,1588.04,1,1,0.281268154,CA,1,1,0,14,1,3,5646,2,3,1,1,91306460434,1,1,12,U,U,1,1Y,38,FG,1,1,1,A,E,3,Y,G,1,1,1,M,24-01-02,1,1,1,1,1,WINNETKA,204368358,CA,0,1,1
3,0,1265,2,0,0,1,1,0,3,576.99,1,1,0.07650358,FL,1,3,0,3,1,4,7542,0,1,1,1,33326362381,1,1,9,M,M,1,5N,53,RG,1,1,1,S,A,4,Y,L,2,1,1,M,15-11-96,2,1,1,4,1,WESTON,204368367,FL,0,5,3
2,0,0,1,0,0,0,2,0,3,732.07,1,1,0.108070564,CA,1,1,0,3,1,2,6774,1,3,1,1,94502,1,2,2,U,M,1,5N,53,RG,1,1,1,S,A,3,Y,K,1,1,1,M,23-12-98,1,1,1,1,1,ALAMEDA,204368381,CA,0,1,2
4,0,288,0,0,1,1,2,0,4,468.35,1,1,0.063247806,MI,1,1,0,4,1,3,7405,0,3,1,1,48154411511,1,4,24,U,M,1,5N,55,RG,1,1,1,S,A,3,N,F,1,1,1,F,01-04-97,1,1,1,1,1,LIVONIA,204368384,MI,0,1,1
9,1,1557,34,21,3,3,2,0,13,3504.5891,1,1,0.868117191,CA,1,1,0,34,1,2,4037,19,1,1,1,95618604138,1,0,19,Y,M,1,1Y,51,FG,1,1,1,S,A,3,N,H,1,1,1,M,21-06-06,1,1,1,1,1,DAVIS,204368391,CA,0,2,3
2,0,0,2,0,0,1,0,0,2,429.17,1,1,0.047984123,AZ,1,1,0,2,1,2,8944,0,9,1,1,85028101019,1,0,24,U,M,1,5N,73,RG,1,1,1,S,A,4,Y,C,1,1,1,M,13-01-93,1,1,1,1,1,PHOENIX,204368395,AZ,0,1,2
8,0,275,13,1,3,5,3,0,12,1744.2,1,1,0.264914945,NY,1,1,0,13,1,4,6584,0,1,1,2,14850355611,2,0,22,M,M,1,5N,56,RG,1,1,1,S,A,4,Y,H,1,1,1,M,01-07-99,1,1,1,1,1,ITHACA,204368396,NY,0,2,1
12,0,9014,2,0,0,0,0,0,12,7216.37,1,1,2.717006777,WA,1,1,0,12,1,4,2656,0,1,1,1,98312,2,10,11,M,M,1,5N,56,RG,1,1,1,S,A,2,Y,F,1,1,1,M,02-04-10,1,1,1,1,1,BREMERTON,204368411,WA,0,2,4
4,2,275,1,4,2,0,0,1,3,1551.1541,1,1,0.356587149,CO,1,1,0,7,1,4,4350,1,1,1,1,80122324739,1,6,28,M,M,1,5N,54,RG,1,1,1,S,A,2,Y,B,1,1,1,M,12-08-05,1,1,1,1,1,CENTENNIAL,204368426,CO,0,3,1
2,0,0,1,1,0,1,0,0,1,180.1129,1,1,0.098530033,VA,1,1,0,2,1,3,1828,0,3,1,1,22308,2,1,12,M,U,1,1Y,49,RG,1,1,1,S,A,2,N,K,2,1,1,F,08-07-12,1,1,1,1,1,ALEXANDRIA,204368427,VA,0,1,2
7,0,325,2,2,4,1,1,0,6,897.75,1,1,0.217478198,CO,1,1,0,8,1,1,4128,0,8,1,1,804881895,1,6,4,U,U,1,5N,59,RG,1,1,1,P,A,3,N,E,1,1,1,M,22-03-06,1,1,1,1,1,STEAMBOAT SPRINGS,204368444,CO,0,1,1
0,0,126,3,0,1,2,0,0,3,294.21,1,1,0.086864482,MN,1,1,0,3,4,2,3387,3,8,1,1,55428325480,1,0,27,M,M,1,1Y,61,RG,2,1,1,S,A,2,N,F,1,2,1,M,01-04-08,1,1,1,1,1,MINNEAPOLIS,204368448,MN,0,1,1
4,2,97,5,0,1,2,1,0,6,2967.02,2,1,0.532869971,FL,1,1,0,6,2,3,5568,1,2,2,2,32210842749,1,1,14,M,M,1,5N,53,RG,1,1,1,S,A,2,Y,L,1,1,1,M,12-04-02,1,1,1,1,1,JACKSONVILLE,204368455,FL,0,2,1
2,0,0,1,0,1,0,0,0,2,193.83,1,1,0.085765487,RI,1,1,0,2,1,4,2260,0,3,1,1,2905,1,1,19,M,M,1,5N,58,RG,1,1,1,S,A,4,N,E,1,2,1,M,03-05-11,1,1,1,1,1,CRANSTON,204368464,RI,0,1,2
31,0,5737,3,1,5,10,10,0,31,3888.5,1,1,1.245515695,IN,1,1,0,32,1,2,3122,0,1,1,1,46628904814,1,29,8,M,M,1,5N,64,FG,1,1,1,S,A,5,N,F,1,1,1,M,22-12-08,1,1,1,1,1,SOUTH BEND,204368472,IN,0,2,4
5,0,275,6,1,3,1,1,0,5,314.96,1,1,0.055480007,PA,1,1,0,6,1,3,5677,1,8,1,1,19087553001,1,0,20,M,U,1,1Y,56,RG,1,1,1,S,A,3,Y,F,1,1,1,F,24-12-01,1,1,1,1,1,CHESTERBROOK,204368491,PA,0,2,1
1,0,62,1,1,0,0,0,0,0,63.29,1,1,0.028715971,VA,1,1,0,1,1,5,2204,0,1,1,1,22551,2,0,3,M,M,1,1Y,42,RG,1,1,1,A,B,4,N,F,1,1,1,M,28-06-11,1,1,1,2,1,SPOTSYLVANIA,204368492,VA,0,2,2
2,0,275,4,2,1,0,0,0,2,414.18,1,1,0.801121857,CT,1,1,0,4,6,4,517,1,1,1,1,6831320307,3,0,22,M,M,1,1Y,53,RG,1,1,1,S,A,4,Y,L,2,1,1,M,09-02-16,1,1,1,2,2,GREENWICH,204368499,CT,0,2,1
3,0,442,2,0,1,1,1,0,3,408,1,1,0.125307125,TX,1,1,0,3,2,3,3256,0,3,1,1,77382,1,1,4,M,M,1,1Y,44,RG,1,1,1,S,A,3,N,K,1,2,1,M,10-08-08,2,1,1,2,2,THE WOODLANDS,204368510,TX,0,2,1
1,0,634,1,0,0,0,0,0,1,311.08,1,1,0.059926796,SC,1,2,0,1,2,5,5191,0,6,1,1,29588,1,0,2,M,M,1,1Y,46,RG,1,1,1,S,A,5,Y,F,1,2,1,M,24-04-03,1,1,1,2,1,MYRTLE BEACH,204368555,SC,0,4,1
7,0,275,0,0,0,1,0,0,7,4363.24,1,1,0.422385286,PA,1,1,0,7,2,1,10330,0,4,1,2,15215156809,2,7,26,M,U,1,5N,84,RG,1,1,2,S,A,3,,L,1,1,1,M,29-03-89,1,1,1,2,2,PITTSBURGH,204368557,PA,0,2,1
2,0,44,0,0,1,0,1,0,2,96.48,1,1,0.042427441,CO,1,1,0,2,1,3,2274,0,1,1,1,80831,1,2,6,U,M,1,5N,63,RG,1,1,1,S,A,1,Y,F,1,1,1,M,19-04-11,1,1,1,1,1,PEYTON,204368560,CO,0,1,2
5,0,0,5,0,1,1,0,0,5,676.53,1,1,0.07594634,FL,1,2,0,5,1,4,8908,0,4,2,1,33036,1,0,18,M,U,1,5N,55,RG,1,1,1,P,A,1,Y,C,2,1,1,M,18-02-93,1,1,1,1,1,ISLAMORADA,204368561,CA,0,1,2
8,0,0,0,1,7,0,0,0,8,892.972,1,1,0.306652473,FL,1,1,0,9,1,6,2912,0,2,1,1,32955,1,9,12,Y,M,1,5Y,51,RG,1,1,1,S,A,3,N,L,1,1,1,M,20-07-09,1,1,1,1,1,ROCKLEDGE,204368567,FL,0,1,2
2,0,0,0,0,1,1,0,0,2,240.2,1,1,0.083402778,VA,1,1,0,2,1,3,2880,0,1,1,1,22102,1,2,17,Y,U,1,1Y,50,RG,1,1,1,S,A,4,N,G,1,1,1,F,21-08-09,1,1,1,1,1,MCLEAN,204368571,VA,0,1,2
